# QE calc. on acetic
# Vol(Ang^3)   Energy (eV)
2.349267093950990386e+02 -5.004141643721271976e+03
2.466730448648538072e+02 -5.006874837022995052e+03
2.584193803346089453e+02 -5.008825014726628069e+03
2.701657158043637992e+02 -5.010132072325363879e+03
2.819120512741186531e+02 -5.010908597464173909e+03
2.936583867438737911e+02 -5.011246058896954310e+03
3.054047222136288156e+02 -5.011219388067229374e+03
3.171510576833836126e+02 -5.010890040797003167e+03
3.288973931531386370e+02 -5.010308903870731228e+03
3.406437286228933772e+02 -5.009518212485480035e+03
3.523900640926486290e+02 -5.008553476952968595e+03
