# QE calc. on anthracene
# Vol(Ang^3)   Energy (eV)
3.627984485503115479e+02 -4.675169795760693887e+03
3.809383709778272191e+02 -4.679767982345199016e+03
3.990782934053426629e+02 -4.682933626714558159e+03
4.172182158328581636e+02 -4.684917057953786752e+03
4.353581382603736074e+02 -4.685923425134873469e+03
4.534980606878894491e+02 -4.686119660573847796e+03
4.716379831154047224e+02 -4.685641776291254246e+03
4.897779055429205073e+02 -4.684601449439161115e+03
5.079178279704361785e+02 -4.683091602675704053e+03
5.260577503979518497e+02 -4.681189480139921216e+03
5.441976728254675209e+02 -4.678960144930918432e+03
