# QE calc. on uracil
# Vol(Ang^3)   Energy (eV)
3.617253239532832936e+02 -8.240088378839096549e+03
3.798115901509474952e+02 -8.328295880760822911e+03
3.978978563486115831e+02 -8.390981204655199690e+03
4.159841225462756142e+02 -8.424802796937356106e+03
4.340703887439400432e+02 -8.438813178611841067e+03
4.521566549416040743e+02 -8.442477177571534412e+03
4.702429211392683897e+02 -8.441434063457389129e+03
4.883291873369327618e+02 -8.438495402166261556e+03
5.064154535345966224e+02 -8.435007723586089924e+03
5.245017197322604261e+02 -8.431525095846936892e+03
5.425879859299250256e+02 -8.428309038987543317e+03
