# TBlite1 calc. on acetic
# Vol(Ang^3)   Energy (eV)
2.349267093950990386e+02 -1.710844499999999925e+03
2.466730448648538072e+02 -1.715077500000000100e+03
2.584193803346089453e+02 -1.717976300000000037e+03
2.701657158043637992e+02 -1.719807999999999993e+03
2.819120512741186531e+02 -1.720808500000000095e+03
2.936583867438737911e+02 -1.721138599999999997e+03
3.054047222136288156e+02 -1.720965099999999893e+03
3.171510576833836126e+02 -1.720441399999999931e+03
3.288973931531386370e+02 -1.719642900000000054e+03
3.406437286228933772e+02 -1.718608699999999999e+03
3.523900640926486290e+02 -1.717393499999999904e+03
