# TBlite1 calc. on naph
# Vol(Ang^3)   Energy (eV)
2.738539158313502639e+02 -1.377954700000000003e+03
2.875466116229175668e+02 -1.381385399999999890e+03
3.012393074144852676e+02 -1.383672499999999900e+03
3.149320032060526842e+02 -1.385026399999999967e+03
3.286246989976198165e+02 -1.385617400000000089e+03
3.423173947891878015e+02 -1.385582100000000082e+03
3.560100905807551044e+02 -1.385030700000000024e+03
3.697027863723224073e+02 -1.384052799999999934e+03
3.833954821638903923e+02 -1.382721399999999903e+03
3.970881779554572972e+02 -1.381096800000000030e+03
4.107808737470255096e+02 -1.379229199999999992e+03
