# TBlite1 calc. on mgo
# Vol(Ang^3)   Energy (eV)
1.542350260593876321e+01 -1.488977999999999895e+02
1.619467773623569684e+01 -1.488465999999999951e+02
1.696585286653263580e+01 -1.486582999999999970e+02
1.773702799682957121e+01 -1.484665999999999997e+02
1.850820312712650306e+01 -1.483486000000000047e+02
1.927937825742344202e+01 -1.483187000000000069e+02
2.005055338772037743e+01 -1.483593999999999937e+02
2.082172851801731639e+01 -1.484625000000000057e+02
2.159290364831425890e+01 -1.486178999999999917e+02
2.236407877861119076e+01 -1.488045999999999935e+02
2.313525390890813682e+01 -1.489872000000000014e+02
