# TBlite1 calc. on gan
# Vol(Ang^3)   Energy (eV)
1.878437562752198531e+01 -1.218932999999999964e+02
1.972359440889807303e+01 -1.222544000000000040e+02
2.066281319027418206e+01 -1.225656000000000034e+02
2.160203197165027689e+01 -1.227959000000000032e+02
2.254125075302637171e+01 -1.229838000000000022e+02
2.348046953440248075e+01 -1.231599999999999966e+02
2.441968831577856491e+01 -1.233267000000000024e+02
2.535890709715467395e+01 -1.234668999999999954e+02
2.629812587853076877e+01 -1.235527000000000015e+02
2.723734465990686360e+01 -1.235677000000000021e+02
2.817656344128298684e+01 -1.235207000000000050e+02
